# columns = ['i', 'j', 'weight', 'delay']
42.0	0.0	0.015	4.0
13.0	1.0	0.015	4.0
70.0	2.0	0.015	4.0
26.0	3.0	0.015	4.0
95.0	4.0	0.015	4.0
7.0	5.0	0.015	4.0
12.0	6.0	0.015	4.0
4.0	7.0	0.015	4.0
82.0	8.0	0.015	4.0
27.0	9.0	0.015	4.0
24.0	10.0	0.015	4.0
15.0	11.0	0.015	4.0
30.0	12.0	0.015	4.0
90.0	13.0	0.015	4.0
60.0	14.0	0.015	4.0
7.0	15.0	0.015	4.0
35.0	16.0	0.015	4.0
34.0	17.0	0.015	4.0
10.0	18.0	0.015	4.0
12.0	19.0	0.015	4.0
65.0	20.0	0.015	4.0
86.0	21.0	0.015	4.0
62.0	22.0	0.015	4.0
22.0	23.0	0.015	4.0
40.0	24.0	0.015	4.0
41.0	25.0	0.015	4.0
41.0	26.0	0.015	4.0
6.0	27.0	0.015	4.0
10.0	28.0	0.015	4.0
60.0	29.0	0.015	4.0
1.0	30.0	0.015	4.0
57.0	31.0	0.015	4.0
72.0	32.0	0.015	4.0
15.0	33.0	0.015	4.0
40.0	34.0	0.015	4.0
74.0	35.0	0.015	4.0
33.0	36.0	0.015	4.0
71.0	37.0	0.015	4.0
75.0	38.0	0.015	4.0
56.0	39.0	0.015	4.0
5.0	40.0	0.015	4.0
81.0	41.0	0.015	4.0
73.0	42.0	0.015	4.0
40.0	43.0	0.015	4.0
99.0	44.0	0.015	4.0
3.0	45.0	0.015	4.0
89.0	46.0	0.015	4.0
71.0	47.0	0.015	4.0
3.0	48.0	0.015	4.0
61.0	49.0	0.015	4.0
13.0	50.0	0.015	4.0
54.0	51.0	0.015	4.0
49.0	52.0	0.015	4.0
62.0	53.0	0.015	4.0
94.0	54.0	0.015	4.0
84.0	55.0	0.015	4.0
54.0	56.0	0.015	4.0
70.0	57.0	0.015	4.0
21.0	58.0	0.015	4.0
53.0	59.0	0.015	4.0
59.0	60.0	0.015	4.0
57.0	61.0	0.015	4.0
97.0	62.0	0.015	4.0
95.0	63.0	0.015	4.0
30.0	64.0	0.015	4.0
44.0	65.0	0.015	4.0
2.0	66.0	0.015	4.0
37.0	67.0	0.015	4.0
35.0	68.0	0.015	4.0
21.0	69.0	0.015	4.0
75.0	70.0	0.015	4.0
87.0	71.0	0.015	4.0
23.0	72.0	0.015	4.0
15.0	73.0	0.015	4.0
44.0	74.0	0.015	4.0
19.0	75.0	0.015	4.0
12.0	76.0	0.015	4.0
0.0	77.0	0.015	4.0
62.0	78.0	0.015	4.0
57.0	79.0	0.015	4.0
55.0	80.0	0.015	4.0
90.0	81.0	0.015	4.0
29.0	82.0	0.015	4.0
17.0	83.0	0.015	4.0
74.0	84.0	0.015	4.0
78.0	85.0	0.015	4.0
54.0	86.0	0.015	4.0
20.0	87.0	0.015	4.0
8.0	88.0	0.015	4.0
24.0	89.0	0.015	4.0
48.0	90.0	0.015	4.0
97.0	91.0	0.015	4.0
79.0	92.0	0.015	4.0
76.0	93.0	0.015	4.0
97.0	94.0	0.015	4.0
21.0	95.0	0.015	4.0
71.0	96.0	0.015	4.0
64.0	97.0	0.015	4.0
84.0	98.0	0.015	4.0
86.0	99.0	0.015	4.0
